time,voltage,pressed
0.1828306,4.33040078201368,0
0.5280313,4.33040078201368,0
0.7304201,4.32551319648094,0
0.9103541,4.32551319648094,0
1.0830205,4.33040078201368,0
1.3012126,4.32551319648094,0
1.472899,4.32551319648094,0
1.6453047,4.32551319648094,0
1.8173122,4.32551319648094,0
2.0355023,4.33040078201368,0
2.2087913,4.32551319648094,0
2.3793692,4.33040078201368,0
2.5518375,4.32551319648094,0
2.7733075,4.33040078201368,0
2.9922167,4.33040078201368,0
3.1662344,4.33040078201368,0
3.3398899,4.33040078201368,0
3.5130991,4.33040078201368,0
3.6859268,4.32551319648094,0
3.906548,4.32551319648094,0
4.0807542,4.32551319648094,0
4.2544696,4.32551319648094,0
4.4272825,4.33040078201368,0
4.6024581,4.33040078201368,0
4.7760032,4.32551319648094,0
4.9504582,4.33040078201368,0
5.122057,4.32551319648094,0
5.2957494,4.33040078201368,0
5.4672772,4.32551319648094,0
5.6396159,4.32551319648094,0
5.81213,4.32551319648094,0
5.9836609,4.33040078201368,0
6.2059523,4.32551319648094,0
6.3768274,4.33040078201368,0
6.5472674,4.32551319648094,0
6.720834,4.33040078201368,0
6.892515,4.32551319648094,0
7.0675955,4.32551319648094,0
7.2552561,4.32551319648094,0
7.4297465,4.32551319648094,0
7.6012327,4.32551319648094,0
7.7690923,4.33040078201368,0
7.9424721,4.32551319648094,0
8.116882,4.32551319648094,0
8.2895991,4.32551319648094,0
8.4626682,4.32551319648094,0
8.6346619,4.32551319648094,0
8.8090939,4.32551319648094,0
9.0286171,4.32551319648094,0
9.2010947,4.33040078201368,0
9.3746318,4.32551319648094,0
9.5501797,4.32551319648094,0
9.7238335,4.32551319648094,0
9.8973644,4.32551319648094,0
