time,voltage,pressed
0.1677683,4.3841642228739,0
0.5136631,4.37927663734115,0
0.6877381,4.37927663734115,0
0.8895426,4.37927663734115,0
1.1108955,4.37927663734115,0
1.3312366,4.37927663734115,0
1.5036717,4.37927663734115,0
1.6784036,4.37927663734115,0
1.8518088,4.37927663734115,0
2.0242441,4.37927663734115,0
2.1959636,4.37438905180841,0
2.4164532,4.37438905180841,0
2.5905592,4.37438905180841,0
2.7611889,4.37438905180841,0
2.9339301,4.36950146627566,0
3.1089683,4.37438905180841,0
3.2812677,4.36950146627566,0
3.4998952,4.36950146627566,0
3.6718269,4.36950146627566,0
3.8412736,4.36950146627566,0
4.0160298,4.36950146627566,0
4.2374701,4.36950146627566,0
4.4098912,4.36950146627566,0
4.5815915,4.36950146627566,0
4.7554093,4.36950146627566,0
4.9295156,4.36950146627566,0
5.1037411,4.36950146627566,0
5.2747215,4.36950146627566,0
5.4490989,4.36950146627566,0
5.6197132,4.36461388074291,0
5.7921358,4.36950146627566,0
5.9646945,4.36950146627566,0
6.1402405,4.36461388074291,0
6.3108848,4.36461388074291,0
6.4833718,4.36950146627566,0
6.65669,4.36461388074291,0
6.8321256,4.36461388074291,0
7.0038755,4.36461388074291,0
7.1764297,4.36461388074291,0
7.3492732,4.36461388074291,0
7.5236238,4.35972629521017,0
7.6960996,4.36461388074291,0
7.8685595,4.36461388074291,0
8.0422008,4.35972629521017,0
8.2147638,4.35972629521017,0
8.3854489,4.36461388074291,0
8.5578266,4.35972629521017,0
8.7315765,4.36461388074291,0
8.9038987,4.35972629521017,0
9.0764256,4.35972629521017,0
9.2490487,4.35972629521017,0
9.4215378,4.35972629521017,0
9.641068,4.35972629521017,0
9.8113178,4.35972629521017,0
9.9830026,4.35972629521017,0
