time,voltage,pressed
0.3662214,4.94623655913978,0
0.9779352,4.94623655913978,0
1.2746677,4.94623655913978,0
1.4622491,4.95601173020528,0
1.6718066,4.94623655913978,0
1.8522349,4.95601173020528,0
2.0241458,4.94134897360704,0
2.1958716,4.95112414467253,0
2.3666706,4.96089931573803,0
2.5376365,4.95112414467253,0
2.711424,4.94623655913978,0
2.886761,4.94623655913978,0
3.0592519,4.94623655913978,0
3.2329221,4.96089931573803,0
3.4504891,4.94623655913978,0
3.6218033,4.94623655913978,0
3.843246,4.95112414467253,0
4.0159227,4.96089931573803,0
4.1903122,4.94623655913978,0
4.3620817,4.95112414467253,0
4.5369308,4.95601173020528,0
4.7570644,4.96089931573803,0
4.9276122,4.95601173020528,0
5.1010189,4.95601173020528,0
5.3205019,4.96089931573803,0
5.4951306,4.95112414467253,0
5.6685737,4.96089931573803,0
5.8421591,4.96089931573803,0
6.0147177,4.95112414467253,0
6.2352692,4.94623655913978,0
6.4106086,4.95112414467253,0
6.5832375,4.95112414467253,0
6.7556521,4.94134897360704,0
6.9292336,4.94134897360704,0
7.1510101,4.94134897360704,0
7.3232009,4.95112414467253,0
7.4961542,4.94623655913978,0
7.6681644,4.94623655913978,0
7.8727044,4.95112414467253,0
8.0454441,4.95112414467253,0
8.2186967,4.95112414467253,0
8.3905273,4.95112414467253,0
8.5637635,4.94134897360704,0
8.7380788,4.94623655913978,0
8.9099678,4.95112414467253,0
9.0813422,4.94623655913978,0
9.2519667,4.94623655913978,0
9.4236177,4.94134897360704,0
9.5950538,4.95601173020528,0
9.7675488,4.94623655913978,0
9.9423144,4.94134897360704,0
