time,voltage,pressed
0.1557274,1.41251221896383,0
0.5022209,1.45650048875855,0
0.6875506,1.57869012707722,0
0.90802,1.44183773216031,0
1.0791214,1.47116324535679,0
1.2987924,1.73509286412512,0
1.5195753,1.6080156402737,0
1.6941922,1.23655913978495,0
1.9140146,1.08993157380254,0
2.0865265,1.04105571847507,0
2.3054788,1.04105571847507,0
2.4784519,1.16813294232649,0
2.6520055,1.37341153470186,0
2.8256236,1.37341153470186,0
2.9990731,1.25122189638319,0
3.1705901,1.2316715542522,0
3.3462212,1.2316715542522,0
3.5186874,1.18768328445748,0
3.737156,1.13391984359726,0
3.9085086,1.12414467253177,0
4.082187,1.11436950146628,0
4.2568871,1.11925708699902,0
4.4782865,1.11436950146628,0
4.6516874,1.09970674486804,0
4.8231063,1.08504398826979,0
4.9971549,1.06549364613881,0
5.1663594,1.04594330400782,0
5.3377767,1.04105571847507,0
5.5585824,1.03616813294233,0
5.7331395,1.04105571847507,0
5.9054638,1.06060606060606,0
6.0788265,1.08015640273705,0
6.2524578,1.09481915933529,0
6.4259537,1.19745845552297,0
6.5999931,1.2316715542522,0
6.7699381,1.20723362658847,0
6.9424881,1.21700879765396,0
7.1187532,1.2316715542522,0
7.3384992,1.24144672531769,0
7.5119803,1.20234604105572,0
7.7335093,1.1485826001955,0
7.9038779,1.11436950146628,0
8.0788556,1.09481915933529,0
8.2510721,1.11925708699902,0
8.4245136,1.1485826001955,0
8.6432894,1.19257086999022,0
8.8166443,1.20723362658847,0
8.9913422,1.21212121212121,0
9.2096229,1.2316715542522,0
9.3835384,1.18279569892473,0
9.5555121,1.09481915933529,0
9.7301409,1.06549364613881,0
9.9017499,1.04105571847507,0
10.0751269,1.02150537634409,0
10.247791,1.01661779081134,0
10.4211724,1.01173020527859,0
10.5936587,1.02150537634409,0
10.7675024,1.04105571847507,0
10.9871911,1.05083088954057,0
11.1581734,1.08504398826979,0
11.3308089,1.12414467253177,0
11.5033977,1.158357771261,0
11.6768808,1.18279569892473,0
11.8521325,1.16324535679374,0
12.0240851,1.10459433040078,0
12.1964914,1.06549364613881,0
12.4149142,1.02639296187683,0
12.5874417,0.992179863147605,0
12.761902,0.977517106549365,0
